example_id|uid|norm_type|norm_number|act|article|point|date|occurrence_count|total_files|models
7|d36a9f66-d869-41f4-ae52-61ecf923b70f|общий||КОАП|121|||3|5|gpt;perplexity_claude_sonnet;perplexity_grok
7|d36a9f66-d869-41f4-ae52-61ecf923b70f|специальный||КОАП|1922|||2|5|perplexity_claude_sonnet;qwen
7|d36a9f66-d869-41f4-ae52-61ecf923b70f|специальный|283-ФЗ|ФЗ|4|1|03.08.2018|1|5|qwen
7|d36a9f66-d869-41f4-ae52-61ecf923b70f|специальный|1764|ПП|4|1|21.12.2019|1|5|qwen
7|d36a9f66-d869-41f4-ae52-61ecf923b70f|специальный|1764|ПП|5|1|21.12.2019|1|5|qwen
7|d36a9f66-d869-41f4-ae52-61ecf923b70f|специальный|283-ФЗ|ФЗ|8||03.08.2018|1|5|gpt
7|d36a9f66-d869-41f4-ae52-61ecf923b70f|специальный|283-ФЗ|ФЗ|20|1|03.08.2018|1|5|gpt
7|d36a9f66-d869-41f4-ae52-61ecf923b70f|специальный|950|Приказ МВД||21|21.12.2019|1|5|gpt
7|d36a9f66-d869-41f4-ae52-61ecf923b70f|специальный|283-ФЗ|ФЗ|4||03.08.2018|1|5|perplexity_grok
7|d36a9f66-d869-41f4-ae52-61ecf923b70f|специальный|283-ФЗ|ФЗ|15||03.08.2018|1|5|perplexity_grok
7|d36a9f66-d869-41f4-ae52-61ecf923b70f|специальный|1764|ПП|||21.12.2019|1|5|perplexity_grok
7|d36a9f66-d869-41f4-ae52-61ecf923b70f|специальный|430|Приказ МВД|||26.06.2023|1|5|perplexity_grok
7|d36a9f66-d869-41f4-ae52-61ecf923b70f|специальный|283-ФЗ|ФЗ|20||03.08.2018|1|5|gemini
7|d36a9f66-d869-41f4-ae52-61ecf923b70f|общий|283-ФЗ|ФЗ|8|1|03.08.2018|1|5|gemini
7|d36a9f66-d869-41f4-ae52-61ecf923b70f|специальный|1764|ПП||9|21.12.2019|1|5|gemini
7|d36a9f66-d869-41f4-ae52-61ecf923b70f|специальный|399|Приказ МВД|6||26.06.2018|1|5|perplexity_claude_sonnet
7|d36a9f66-d869-41f4-ae52-61ecf923b70f|специальный|399|Приказ МВД|25||26.06.2018|1|5|perplexity_claude_sonnet
