example_id|uid|norm_type|norm_number|act|article|point|date|occurrence_count|total_files|models
212|2fdb195b-dd74-4a71-b018-89935f7e4086|общий||СК|34|||2|3|perplexity_claude_sonnet;qwen
212|2fdb195b-dd74-4a71-b018-89935f7e4086|общий||СК|38|||2|3|perplexity_claude_sonnet;qwen
212|2fdb195b-dd74-4a71-b018-89935f7e4086|общий||СК|39|||2|3|perplexity_claude_sonnet;qwen
212|2fdb195b-dd74-4a71-b018-89935f7e4086|общий||ГК|572|||2|3|perplexity_claude_sonnet;qwen
212|2fdb195b-dd74-4a71-b018-89935f7e4086|специальный|214-ФЗ|ФЗ|4||30.12.2004|2|3|perplexity_claude_sonnet;qwen
212|2fdb195b-dd74-4a71-b018-89935f7e4086|специальный|256-ФЗ|ФЗ|10||29.12.2006|2|3|perplexity_claude_sonnet;qwen
212|2fdb195b-dd74-4a71-b018-89935f7e4086|общий||ГК|256|||1|3|qwen
212|2fdb195b-dd74-4a71-b018-89935f7e4086|общий||ГК|218|||1|3|qwen
212|2fdb195b-dd74-4a71-b018-89935f7e4086|общий||ГК|81|||1|3|qwen
212|2fdb195b-dd74-4a71-b018-89935f7e4086|специальный|862|ПП|||12.12.2007|1|3|qwen
212|2fdb195b-dd74-4a71-b018-89935f7e4086|общий||СК|34|2||1|3|gemini
212|2fdb195b-dd74-4a71-b018-89935f7e4086|общий||СК|39|3||1|3|gemini
212|2fdb195b-dd74-4a71-b018-89935f7e4086|специальный|256-ФЗ|ФЗ|10|4|29.12.2006|1|3|gemini
212|2fdb195b-dd74-4a71-b018-89935f7e4086|общий||СК|39|2||1|3|gemini
212|2fdb195b-dd74-4a71-b018-89935f7e4086|общий||СК|36|||1|3|perplexity_claude_sonnet
212|2fdb195b-dd74-4a71-b018-89935f7e4086|общий||СК|42|||1|3|perplexity_claude_sonnet
212|2fdb195b-dd74-4a71-b018-89935f7e4086|общий||СК|24|||1|3|perplexity_claude_sonnet
212|2fdb195b-dd74-4a71-b018-89935f7e4086|специальный|214-ФЗ|ФЗ|11||30.12.2004|1|3|perplexity_claude_sonnet
212|2fdb195b-dd74-4a71-b018-89935f7e4086|общий||ГК|244|||1|3|perplexity_claude_sonnet
212|2fdb195b-dd74-4a71-b018-89935f7e4086|общий||ГК|252|||1|3|perplexity_claude_sonnet
212|2fdb195b-dd74-4a71-b018-89935f7e4086|общий||ГК|576|||1|3|perplexity_claude_sonnet
212|2fdb195b-dd74-4a71-b018-89935f7e4086|специальный|102-ФЗ|ФЗ|37||16.07.1998|1|3|perplexity_claude_sonnet
212|2fdb195b-dd74-4a71-b018-89935f7e4086|общий||ГПК|23|3||1|3|perplexity_claude_sonnet
212|2fdb195b-dd74-4a71-b018-89935f7e4086|общий||ГПК|24|||1|3|perplexity_claude_sonnet
212|2fdb195b-dd74-4a71-b018-89935f7e4086|общий||ГПК|30|||1|3|perplexity_claude_sonnet
212|2fdb195b-dd74-4a71-b018-89935f7e4086|общий||СК|9|||1|3|perplexity_claude_sonnet
212|2fdb195b-dd74-4a71-b018-89935f7e4086|общий||ГК|28|||1|3|perplexity_claude_sonnet
212|2fdb195b-dd74-4a71-b018-89935f7e4086|общий||ГК|37|||1|3|perplexity_claude_sonnet
212|2fdb195b-dd74-4a71-b018-89935f7e4086|специальный|218-ФЗ|ФЗ|42||13.07.2015|1|3|perplexity_claude_sonnet
