example_id|uid|norm_type|norm_number|act|article|point|date|occurrence_count|total_files|models
112|ece56e1f-22f4-49d6-9cf3-1dbf6630bbfc|специальный||СК|69|||5|5|gemini;gpt;perplexity_claude_sonnet;perplexity_grok;qwen
112|ece56e1f-22f4-49d6-9cf3-1dbf6630bbfc|общий||ГПК|28|||5|5|gemini;gpt;perplexity_claude_sonnet;perplexity_grok;qwen
112|ece56e1f-22f4-49d6-9cf3-1dbf6630bbfc|общий||ГПК|132|||3|5|gemini;perplexity_claude_sonnet;qwen
112|ece56e1f-22f4-49d6-9cf3-1dbf6630bbfc|специальный||СК|70|||3|5|gemini;gpt;perplexity_grok
112|ece56e1f-22f4-49d6-9cf3-1dbf6630bbfc|общий||ГПК|131|||2|5|perplexity_claude_sonnet;qwen
112|ece56e1f-22f4-49d6-9cf3-1dbf6630bbfc|общий||ГПК|24|||2|5|gemini;gpt
112|ece56e1f-22f4-49d6-9cf3-1dbf6630bbfc|общий||ГПК|29|||2|5|gpt;perplexity_grok
112|ece56e1f-22f4-49d6-9cf3-1dbf6630bbfc|специальный|48-ФЗ|ФЗ|7|3|24.04.2008|1|5|qwen
112|ece56e1f-22f4-49d6-9cf3-1dbf6630bbfc|специальный||СК|70|1||1|5|perplexity_claude_sonnet
112|ece56e1f-22f4-49d6-9cf3-1dbf6630bbfc|специальный||СК|70|2||1|5|perplexity_claude_sonnet
112|ece56e1f-22f4-49d6-9cf3-1dbf6630bbfc|специальный||СК|70|3||1|5|perplexity_claude_sonnet
112|ece56e1f-22f4-49d6-9cf3-1dbf6630bbfc|специальный||СК|71|1||1|5|perplexity_claude_sonnet
112|ece56e1f-22f4-49d6-9cf3-1dbf6630bbfc|специальный||СК|71|2||1|5|perplexity_claude_sonnet
112|ece56e1f-22f4-49d6-9cf3-1dbf6630bbfc|специальный||СК|78|1||1|5|perplexity_claude_sonnet
112|ece56e1f-22f4-49d6-9cf3-1dbf6630bbfc|специальный||СК|78|2||1|5|perplexity_claude_sonnet
112|ece56e1f-22f4-49d6-9cf3-1dbf6630bbfc|специальный||СК|63|1||1|5|perplexity_claude_sonnet
112|ece56e1f-22f4-49d6-9cf3-1dbf6630bbfc|специальный||НК|33336|15||1|5|perplexity_claude_sonnet
