example_id|uid|norm_type|norm_number|act|article|point|date|occurrence_count|total_files|models
581|c99127da-2380-41c1-969d-59c72686ed11|специальный||СК|24|||1|2|qwen
581|c99127da-2380-41c1-969d-59c72686ed11|специальный||СК|65|||1|2|qwen
581|c99127da-2380-41c1-969d-59c72686ed11|общий|81-ФЗ|ФЗ|1||19.05.1995|1|2|qwen
581|c99127da-2380-41c1-969d-59c72686ed11|общий|81-ФЗ|ФЗ|4||19.05.1995|1|2|qwen
581|c99127da-2380-41c1-969d-59c72686ed11|специальный|2330|ПП||13|16.12.2022|1|2|qwen
581|c99127da-2380-41c1-969d-59c72686ed11|специальный|2330|ПП||14|16.12.2022|1|2|qwen
581|c99127da-2380-41c1-969d-59c72686ed11|специальный|2330|ПП||17|16.12.2022|1|2|qwen
581|c99127da-2380-41c1-969d-59c72686ed11|специальный|418-ФЗ|ФЗ|1||28.12.2017|1|2|qwen
581|c99127da-2380-41c1-969d-59c72686ed11|общий|81-ФЗ|ФЗ|9||19.05.1995|1|2|gemini
581|c99127da-2380-41c1-969d-59c72686ed11|специальный|2330|ПП||45|16.12.2022|1|2|gemini
581|c99127da-2380-41c1-969d-59c72686ed11|специальный|2330|ПП||31|16.12.2022|1|2|gemini
581|c99127da-2380-41c1-969d-59c72686ed11|специальный|2330|ПП||49|16.12.2022|1|2|gemini
