example_id|uid|norm_type|norm_number|act|article|point|date|occurrence_count|total_files|models
117|7fa96d76-a1ed-4e23-88a7-adb796bb261c|специальный||НК|217|171||5|5|gemini;gpt;perplexity_claude_sonnet;perplexity_grok;qwen
117|7fa96d76-a1ed-4e23-88a7-adb796bb261c|общий||СК|34|||3|5|gpt;perplexity_claude_sonnet;qwen
117|7fa96d76-a1ed-4e23-88a7-adb796bb261c|общий||ГК|1150|||2|5|perplexity_claude_sonnet;qwen
117|7fa96d76-a1ed-4e23-88a7-adb796bb261c|общий||НК|220|2||2|5|gpt;perplexity_grok
117|7fa96d76-a1ed-4e23-88a7-adb796bb261c|общий||СК|35|||1|5|qwen
117|7fa96d76-a1ed-4e23-88a7-adb796bb261c|общий||НК|228|1||1|5|qwen
117|7fa96d76-a1ed-4e23-88a7-adb796bb261c|общий||НК|229|1||1|5|qwen
117|7fa96d76-a1ed-4e23-88a7-adb796bb261c|общий||НК|85|6||1|5|gpt
117|7fa96d76-a1ed-4e23-88a7-adb796bb261c|общий||ГК|1114|||1|5|gpt
117|7fa96d76-a1ed-4e23-88a7-adb796bb261c|общий||ГК|1152|4||1|5|gpt
117|7fa96d76-a1ed-4e23-88a7-adb796bb261c|общий||ГК|256|||1|5|perplexity_grok
117|7fa96d76-a1ed-4e23-88a7-adb796bb261c|специальный||ГК|1175|||1|5|perplexity_grok
117|7fa96d76-a1ed-4e23-88a7-adb796bb261c|общий||СК|34|1||1|5|gemini
117|7fa96d76-a1ed-4e23-88a7-adb796bb261c|специальный||НК|229|4||1|5|gemini
117|7fa96d76-a1ed-4e23-88a7-adb796bb261c|общий||ГК|256|1||1|5|gemini
117|7fa96d76-a1ed-4e23-88a7-adb796bb261c|общий||НК|228|||1|5|perplexity_claude_sonnet
117|7fa96d76-a1ed-4e23-88a7-adb796bb261c|специальный||НК|229|||1|5|perplexity_claude_sonnet
117|7fa96d76-a1ed-4e23-88a7-adb796bb261c|общий||НК|220|||1|5|perplexity_claude_sonnet
