example_id|uid|norm_type|norm_number|act|article|point|date|occurrence_count|total_files|models
246|d9cd5267-6d18-481b-b61a-4ad861778a3a|общий||ГК|304|||3|4|gemini;perplexity_claude_sonnet;qwen
246|d9cd5267-6d18-481b-b61a-4ad861778a3a|общий||ГК|305|||2|4|perplexity_claude_sonnet;qwen
246|d9cd5267-6d18-481b-b61a-4ad861778a3a|общий||ГПК|131|||2|4|perplexity_claude_sonnet;qwen
246|d9cd5267-6d18-481b-b61a-4ad861778a3a|общий||ГПК|132|||2|4|perplexity_claude_sonnet;qwen
246|d9cd5267-6d18-481b-b61a-4ad861778a3a|общий||ГК|1064|||2|4|perplexity_claude_sonnet;perplexity_grok
246|d9cd5267-6d18-481b-b61a-4ad861778a3a|общий||ГПК|24|||2|4|gemini;perplexity_claude_sonnet
246|d9cd5267-6d18-481b-b61a-4ad861778a3a|специальный|53.13330.2019|СП 53.13330.2019 Свод правил. Планировка и застройка территории ведения гражданами садоводства. Здания и сооружения|67||14.10.2019|1|4|qwen
246|d9cd5267-6d18-481b-b61a-4ad861778a3a|специальный|53.13330.2019|СП 53.13330.2019 Свод правил. Планировка и застройка территории ведения гражданами садоводства. Здания и сооружения|56||14.10.2019|1|4|qwen
246|d9cd5267-6d18-481b-b61a-4ad861778a3a|специальный|53.13330.2019|СП 53.13330.2019 Свод правил. Планировка и застройка территории ведения гражданами садоводства. Здания и сооружения|66||14.10.2019|1|4|qwen
246|d9cd5267-6d18-481b-b61a-4ad861778a3a|общий||ЗК|1|||1|4|qwen
246|d9cd5267-6d18-481b-b61a-4ad861778a3a|специальный|СП 53.13330.2019|СП 53.13330.2019|6|7|14.10.2019|1|4|perplexity_grok
246|d9cd5267-6d18-481b-b61a-4ad861778a3a|общий||ГПК|22|3||1|4|perplexity_grok
246|d9cd5267-6d18-481b-b61a-4ad861778a3a|общий||ГПК|22|4||1|4|perplexity_grok
246|d9cd5267-6d18-481b-b61a-4ad861778a3a|специальный|СП 55.13330.2016|СП 55.13330.2016|||30.12.2015|1|4|perplexity_grok
246|d9cd5267-6d18-481b-b61a-4ad861778a3a|специальный|Приказ Минстроя России №618/пр|СП 53.13330.2019 «Планировка и застройка территории ведения гражданами садоводства. Здания и сооружения»|67||14.10.2019|1|4|gemini
246|d9cd5267-6d18-481b-b61a-4ad861778a3a|общий||ГК|15|1||1|4|perplexity_claude_sonnet
246|d9cd5267-6d18-481b-b61a-4ad861778a3a|общий||ГК|208|||1|4|perplexity_claude_sonnet
246|d9cd5267-6d18-481b-b61a-4ad861778a3a|специальный|618/пр (приказ Минстроя России)|Свод правил СП 53.13330.2019 «Планировка и застройка территории ведения гражданами садоводства. Здания и сооружения»||67|14.10.2019|1|4|perplexity_claude_sonnet
246|d9cd5267-6d18-481b-b61a-4ad861778a3a|специальный|618/пр (приказ Минстроя России)|Свод правил СП 53.13330.2019 «Планировка и застройка территории ведения гражданами садоводства. Здания и сооружения»||66|14.10.2019|1|4|perplexity_claude_sonnet
246|d9cd5267-6d18-481b-b61a-4ad861778a3a|специальный|618/пр (приказ Минстроя России)|Свод правил СП 53.13330.2019 «Планировка и застройка территории ведения гражданами садоводства. Здания и сооружения»||610|14.10.2019|1|4|perplexity_claude_sonnet
246|d9cd5267-6d18-481b-b61a-4ad861778a3a|специальный|618/пр (приказ Минстроя России)|Свод правил СП 53.13330.2019 «Планировка и застройка территории ведения гражданами садоводства. Здания и сооружения»||69|14.10.2019|1|4|perplexity_claude_sonnet
246|d9cd5267-6d18-481b-b61a-4ad861778a3a|специальный|1001/пр (приказ Минстроя России)|Свод правил СП 113.13330.2023 «Стоянки автомобилей»||517|19.12.2022|1|4|perplexity_claude_sonnet
246|d9cd5267-6d18-481b-b61a-4ad861778a3a|специальный|217-ФЗ|ФЗ|11||29.07.2017|1|4|perplexity_claude_sonnet
246|d9cd5267-6d18-481b-b61a-4ad861778a3a|общий||ГПК|22|1||1|4|perplexity_claude_sonnet
246|d9cd5267-6d18-481b-b61a-4ad861778a3a|общий||ГПК|23|5||1|4|perplexity_claude_sonnet
246|d9cd5267-6d18-481b-b61a-4ad861778a3a|общий||ЗК|60|4||1|4|perplexity_claude_sonnet
246|d9cd5267-6d18-481b-b61a-4ad861778a3a|общий||ЗК|76|||1|4|perplexity_claude_sonnet
